,prev,curr,type,n
24846877,nuclear_threats_during_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,404
24850733,sukhoi_su-25,2022_russian_invasion_of_ukraine,link,404
24850261,pelé,2022_russian_invasion_of_ukraine,link,402
24847633,petr_pavel,2022_russian_invasion_of_ukraine,link,401
24846925,bmpt_terminator,2022_russian_invasion_of_ukraine,link,401
24850381,2022_missile_explosion_in_poland,2022_russian_invasion_of_ukraine,link,393
24850043,humvee,2022_russian_invasion_of_ukraine,link,387
24848693,belarusian_involvement_in_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,383
24850463,tos-1,2022_russian_invasion_of_ukraine,link,381
24846615,list_of_invasions,2022_russian_invasion_of_ukraine,link,379
24847561,sukhoi_su-35,2022_russian_invasion_of_ukraine,link,376
24850007,uefa,2022_russian_invasion_of_ukraine,link,375
24848837,time_person_of_the_year,2022_russian_invasion_of_ukraine,link,373
24848147,bmp-1,2022_russian_invasion_of_ukraine,link,368
24847407,russian_cruiser_moskva,2022_russian_invasion_of_ukraine,link,367
24847175,finland–nato_relations,2022_russian_invasion_of_ukraine,link,363
24849555,btr-4,2022_russian_invasion_of_ukraine,link,361
24850521,second_battle_of_lyman,2022_russian_invasion_of_ukraine,link,356
24851263,list_of_equipment_of_the_polish_land_forces,2022_russian_invasion_of_ukraine,link,356
24846455,pantsir_missile_system,2022_russian_invasion_of_ukraine,link,355
24849623,2022_anti-war_protests_in_russia,2022_russian_invasion_of_ukraine,link,354
24849897,ak-74,2022_russian_invasion_of_ukraine,link,346
24851383,molotov_cocktail,2022_russian_invasion_of_ukraine,link,345
24849837,dnipro,2022_russian_invasion_of_ukraine,link,342
24850895,ak-47,2022_russian_invasion_of_ukraine,link,337
24850807,2022_in_ukraine,2022_russian_invasion_of_ukraine,link,335
24848771,victoria_azarenka,2022_russian_invasion_of_ukraine,link,332
24846709,battle_of_pavlivka,2022_russian_invasion_of_ukraine,link,331
24846763,ryan_reynolds,2022_russian_invasion_of_ukraine,link,330
24846849,territorial_control_during_the_russo-ukrainian_war,2022_russian_invasion_of_ukraine,link,330
24846113,carl_gustaf_8.4_cm_recoilless_rifle,2022_russian_invasion_of_ukraine,link,330
24847393,slava_ukraini,2022_russian_invasion_of_ukraine,link,330
24850053,battle_of_vasylkiv,2022_russian_invasion_of_ukraine,link,329
24846325,aleksandr_dvornikov,2022_russian_invasion_of_ukraine,link,327
24849577,list_of_wars_involving_russia,2022_russian_invasion_of_ukraine,link,327
24850027,economy_of_russia,2022_russian_invasion_of_ukraine,link,322
24846611,battle_of_sievierodonetsk_(2022),2022_russian_invasion_of_ukraine,link,320
24847677,territorial_defense_forces_(ukraine),2022_russian_invasion_of_ukraine,link,320
24846315,aerial_warfare_in_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,318
24849563,2021–2023_global_energy_crisis,2022_russian_invasion_of_ukraine,link,317
24850135,olga_kurylenko,2022_russian_invasion_of_ukraine,link,315
24849743,russia–united_states_relations,2022_russian_invasion_of_ukraine,link,310
24848677,battle_of_avdiivka_(2022–2023),2022_russian_invasion_of_ukraine,link,310
24848135,gina_carano,2022_russian_invasion_of_ukraine,link,308
24851105,2022_snake_island_campaign,2022_russian_invasion_of_ukraine,link,307
24846665,national_guard_of_ukraine,2022_russian_invasion_of_ukraine,link,306
24851109,modern_history_of_ukraine,2022_russian_invasion_of_ukraine,link,305
24850319,list_of_foreign_aid_to_ukraine_during_the_russo-ukrainian_war,2022_russian_invasion_of_ukraine,link,301
24850245,btr-80,2022_russian_invasion_of_ukraine,link,301
24850631,igor_girkin,2022_russian_invasion_of_ukraine,link,300
24847383,ukraine_(disambiguation),2022_russian_invasion_of_ukraine,link,296
24849143,ukrainian_resistance_during_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,296
24847125,roberto_de_zerbi,2022_russian_invasion_of_ukraine,link,295
24847573,economy_of_ukraine,2022_russian_invasion_of_ukraine,link,295
24846079,miloš_zeman,2022_russian_invasion_of_ukraine,link,294
24851081,kh-22,2022_russian_invasion_of_ukraine,link,294
24847553,budapest_memorandum,2022_russian_invasion_of_ukraine,link,293
24850869,russian_kyiv_convoy,2022_russian_invasion_of_ukraine,link,292
24849167,aleksandr_lapin_(general),2022_russian_invasion_of_ukraine,link,291
24848843,bundeswehr,2022_russian_invasion_of_ukraine,link,290
24849609,t-72_operators_and_variants,2022_russian_invasion_of_ukraine,link,290
24848355,special_operations_forces_(russia),2022_russian_invasion_of_ukraine,link,285
24846081,fb_msbs_grot,2022_russian_invasion_of_ukraine,link,285
24846553,russian_occupation_of_kharkiv_oblast,2022_russian_invasion_of_ukraine,link,284
24848003,patriarch_kirill_of_moscow,2022_russian_invasion_of_ukraine,link,283
24850437,alpha_group,2022_russian_invasion_of_ukraine,link,283
24851305,wikipedia,2022_russian_invasion_of_ukraine,other,281
24849971,russian_oligarchs,2022_russian_invasion_of_ukraine,link,278
24847607,2021–2023_inflation_surge,2022_russian_invasion_of_ukraine,link,275
24850163,nlaw,2022_russian_invasion_of_ukraine,link,270
24849687,maxim_gun,2022_russian_invasion_of_ukraine,link,269
24850201,tupolev_tu-22m,2022_russian_invasion_of_ukraine,link,268
24847231,northeastern_ukraine_campaign,2022_russian_invasion_of_ukraine,link,266
24846523,demographics_of_ukraine,2022_russian_invasion_of_ukraine,link,266
24850749,russian_emigration_following_the_2022_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,264
24847961,aeroflot,2022_russian_invasion_of_ukraine,link,262
24847293,9k720_iskander,2022_russian_invasion_of_ukraine,link,262
24850399,kh-47m2_kinzhal,2022_russian_invasion_of_ukraine,link,262
24846683,donbas,2022_russian_invasion_of_ukraine,link,262
24850021,2023_uefa_super_cup,2022_russian_invasion_of_ukraine,link,261
24847251,odesa,2022_russian_invasion_of_ukraine,link,260
24847477,sweden–nato_relations,2022_russian_invasion_of_ukraine,link,259
24848229,black_sea_fleet,2022_russian_invasion_of_ukraine,link,259
24847261,angela_merkel,2022_russian_invasion_of_ukraine,link,257
24846249,battle_of_izium_(2022),2022_russian_invasion_of_ukraine,link,255
24848257,history_of_ukraine,2022_russian_invasion_of_ukraine,link,255
24851335,2022_fifa_world_cup,2022_russian_invasion_of_ukraine,link,253
24851403,castration,2022_russian_invasion_of_ukraine,link,251
24849301,baykar_bayraktar_tb2,2022_russian_invasion_of_ukraine,link,251
24847983,aerovironment_switchblade,2022_russian_invasion_of_ukraine,link,250
24846873,m982_excalibur,2022_russian_invasion_of_ukraine,link,249
24847013,marjorie_taylor_greene,2022_russian_invasion_of_ukraine,link,249
24847277,leopard_1,2022_russian_invasion_of_ukraine,link,248
24849375,2023,2022_russian_invasion_of_ukraine,link,248
24847539,naatu_naatu,2022_russian_invasion_of_ukraine,link,248
24849975,special_operations_forces_(ukraine),2022_russian_invasion_of_ukraine,link,247
24850257,2s3_akatsiya,2022_russian_invasion_of_ukraine,link,247
24846343,zaporizhzhia_oblast,2022_russian_invasion_of_ukraine,link,246
24847149,central_post_office_(kyiv),2022_russian_invasion_of_ukraine,link,243
24849881,ukraine–nato_relations,2022_russian_invasion_of_ukraine,link,242
24846475,2022_annexation_referendums_in_russian-occupied_ukraine,2022_russian_invasion_of_ukraine,link,242
24851413,belarus,2022_russian_invasion_of_ukraine,link,241
24851159,yevgeny_prigozhin,2022_russian_invasion_of_ukraine,link,240
24847445,white-blue-white_flag,2022_russian_invasion_of_ukraine,link,240
24850047,petro_poroshenko,2022_russian_invasion_of_ukraine,link,236
24846617,hesa_shahed_136,2022_russian_invasion_of_ukraine,link,236
24848443,covid-19_recession,2022_russian_invasion_of_ukraine,link,236
24851371,alpha_group_(ukraine),2022_russian_invasion_of_ukraine,link,235
24847363,battle_of_bucha,2022_russian_invasion_of_ukraine,link,235
24849333,rpg-7,2022_russian_invasion_of_ukraine,link,233
24849967,m4_carbine,2022_russian_invasion_of_ukraine,link,233
24847721,viktor_bout,2022_russian_invasion_of_ukraine,link,233
24851189,joint_direct_attack_munition,2022_russian_invasion_of_ukraine,link,231
24849519,sukhoi_su-57,2022_russian_invasion_of_ukraine,link,228
24848833,bgm-71_tow,2022_russian_invasion_of_ukraine,link,228
24847019,donbass_arena,2022_russian_invasion_of_ukraine,link,227
24851087,scorched_earth,2022_russian_invasion_of_ukraine,link,226
24847571,spetsnaz_gru,2022_russian_invasion_of_ukraine,link,225
24849221,uefa_euro_2028,2022_russian_invasion_of_ukraine,link,225
24847825,institute_for_the_study_of_war,2022_russian_invasion_of_ukraine,link,224
24848379,attrition_warfare,2022_russian_invasion_of_ukraine,link,224
24851401,protests_against_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,223
24849947,nikita_mazepin,2022_russian_invasion_of_ukraine,link,222
24846619,murder_of_yevgeny_nuzhin,2022_russian_invasion_of_ukraine,link,219
24846199,agm-88_harm,2022_russian_invasion_of_ukraine,link,217
24848159,m16_rifle,2022_russian_invasion_of_ukraine,link,217
24847751,russian_occupation_of_donetsk_oblast,2022_russian_invasion_of_ukraine,link,216
24851231,c-4_(explosive),2022_russian_invasion_of_ukraine,link,216
24847103,irina_shayk,2022_russian_invasion_of_ukraine,link,215
24850199,2023_world_junior_ice_hockey_championships,2022_russian_invasion_of_ukraine,link,215
24849963,2022–2023_pakistan_economic_crisis,2022_russian_invasion_of_ukraine,link,215
24851235,svd_(rifle),2022_russian_invasion_of_ukraine,link,214
24849653,russian_irredentism,2022_russian_invasion_of_ukraine,link,213
24848777,christine_lambrecht,2022_russian_invasion_of_ukraine,link,212
24846695,jean-claude_van_damme,2022_russian_invasion_of_ukraine,link,211
24848039,shahed_131,2022_russian_invasion_of_ukraine,link,210
24851533,fn_fal,2022_russian_invasion_of_ukraine,link,210
24849035,challenger_2,2022_russian_invasion_of_ukraine,link,210
24850803,russia_national_football_team,2022_russian_invasion_of_ukraine,link,209
24849305,russian_occupation_of_crimea,2022_russian_invasion_of_ukraine,link,209
24847747,united_states_and_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,207
24851079,great_reset,2022_russian_invasion_of_ukraine,link,207
24848421,kherson_oblast,2022_russian_invasion_of_ukraine,link,206
24848447,2s7_pion,2022_russian_invasion_of_ukraine,link,206
24848793,dnieper,2022_russian_invasion_of_ukraine,link,205
24851291,list_of_territorial_disputes,2022_russian_invasion_of_ukraine,link,202
24846573,russian_invasion,2022_russian_invasion_of_ukraine,link,202
24848069,assassination_attempts_on_volodymyr_zelenskyy,2022_russian_invasion_of_ukraine,link,201
24848065,modern_warfare,2022_russian_invasion_of_ukraine,link,201
24850325,bmd-4,2022_russian_invasion_of_ukraine,link,201
24848917,morbius_(film),2022_russian_invasion_of_ukraine,link,200
24850433,pripyat,2022_russian_invasion_of_ukraine,link,200
24851445,enlargement_of_nato,2022_russian_invasion_of_ukraine,link,200
24849645,1st_guards_tank_army,2022_russian_invasion_of_ukraine,link,199
24848171,kreminna,2022_russian_invasion_of_ukraine,link,199
24846971,international_space_station,2022_russian_invasion_of_ukraine,link,198
24850035,todd_boehly,2022_russian_invasion_of_ukraine,link,197
24848427,mikoyan_mig-29,2022_russian_invasion_of_ukraine,link,197
24851429,ahs_krab,2022_russian_invasion_of_ukraine,link,197
24850405,2023_australian_open,2022_russian_invasion_of_ukraine,link,196
24849795,9m133_kornet,2022_russian_invasion_of_ukraine,link,196
24847845,bmp-2,2022_russian_invasion_of_ukraine,link,196
24850219,mcdonald's_in_russia,2022_russian_invasion_of_ukraine,link,196
24850057,s-300_missile_system,2022_russian_invasion_of_ukraine,link,195
24850473,bakhmutske,2022_russian_invasion_of_ukraine,link,193
24849217,sergey_karjakin,2022_russian_invasion_of_ukraine,link,192
24846589,ukrainian_air_assault_forces,2022_russian_invasion_of_ukraine,link,192
24850423,ghost_of_kyiv,2022_russian_invasion_of_ukraine,link,189
24846121,battle_of_sumy,2022_russian_invasion_of_ukraine,link,189
24846613,chernobyl,2022_russian_invasion_of_ukraine,link,187
24848111,japan_self-defense_forces,2022_russian_invasion_of_ukraine,link,186
24851099,shaman_(singer),2022_russian_invasion_of_ukraine,link,186
24851127,government_and_intergovernmental_reactions_to_the_2022_russian_invasion_of_ukraine,2022_russian_invasion_of_ukraine,link,185
24846435,engels-2_(air_base),2022_russian_invasion_of_ukraine,link,184
24848369,man-portable_air-defense_system,2022_russian_invasion_of_ukraine,link,184
24851281,list_of_interstate_wars_since_1945,2022_russian_invasion_of_ukraine,link,183
24849969,luhansk,2022_russian_invasion_of_ukraine,link,183
24850107,list_of_countries_and_dependencies_by_population,2022_russian_invasion_of_ukraine,link,183
24850073,accession_of_ukraine_to_the_european_union,2022_russian_invasion_of_ukraine,link,183
24847879,akm,2022_russian_invasion_of_ukraine,link,183
24846645,karen_khachanov,2022_russian_invasion_of_ukraine,link,181
24847011,accuracy_international_awm,2022_russian_invasion_of_ukraine,link,178
24849191,2022–2023_dnipro_missile_strikes,2022_russian_invasion_of_ukraine,link,178
24849973,heckler_&_koch_g3,2022_russian_invasion_of_ukraine,link,177
24846257,monument_to_the_founders_of_kyiv,2022_russian_invasion_of_ukraine,link,176
24848637,"russian_warship,_go_fuck_yourself",2022_russian_invasion_of_ukraine,link,174
24850779,babi_yar,2022_russian_invasion_of_ukraine,link,173
24849745,eurovision_song_contest_2022,2022_russian_invasion_of_ukraine,link,173
24849489,ajnad_al-kavkaz,2022_russian_invasion_of_ukraine,link,173
24849193,chernobyl_exclusion_zone,2022_russian_invasion_of_ukraine,link,173
24850111,united_nations_general_assembly_resolution_es-11/1,2022_russian_invasion_of_ukraine,link,173
24848751,russian_aerospace_forces,2022_russian_invasion_of_ukraine,link,173
24849277,vitali_klitschko,2022_russian_invasion_of_ukraine,link,172
24851261,revolution_of_dignity,2022_russian_invasion_of_ukraine,link,170
24849959,zsu-23-4_shilka,2022_russian_invasion_of_ukraine,link,170
24851165,anti-russian_sentiment,2022_russian_invasion_of_ukraine,link,169
24846555,kh-55,2022_russian_invasion_of_ukraine,link,168
24851361,rusich_group,2022_russian_invasion_of_ukraine,link,168
24850391,bmc_kirpi,2022_russian_invasion_of_ukraine,link,166
24851387,luhansk_oblast,2022_russian_invasion_of_ukraine,link,165
24848001,longest_recorded_sniper_kills,2022_russian_invasion_of_ukraine,link,165
24846135,fc_zenit_saint_petersburg,2022_russian_invasion_of_ukraine,link,165
24847939,jim_carrey,2022_russian_invasion_of_ukraine,link,164
24851317,battle_of_mykolaiv,2022_russian_invasion_of_ukraine,link,163
24846979,rasputitsa,2022_russian_invasion_of_ukraine,link,163
24850751,bitcoin,2022_russian_invasion_of_ukraine,link,162
24851521,orc,2022_russian_invasion_of_ukraine,link,162
24846107,kamov_ka-50,2022_russian_invasion_of_ukraine,link,162
24848599,battle_of_lysychansk,2022_russian_invasion_of_ukraine,link,162
24847151,battle_of_brovary,2022_russian_invasion_of_ukraine,link,161
24849937,colt_canada_c7,2022_russian_invasion_of_ukraine,link,160
24848927,milan,2022_russian_invasion_of_ukraine,link,159
24850041,"lyman,_ukraine",2022_russian_invasion_of_ukraine,link,159
24850899,bushmaster_protected_mobility_vehicle,2022_russian_invasion_of_ukraine,link,158
24846057,2022_western_russia_attacks,2022_russian_invasion_of_ukraine,link,158
24851455,dmitry_glukhovsky,2022_russian_invasion_of_ukraine,link,158
24849349,bids_for_the_2036_summer_olympics,2022_russian_invasion_of_ukraine,link,158
24848701,trench_warfare,2022_russian_invasion_of_ukraine,link,158
24846117,whisky_war,2022_russian_invasion_of_ukraine,link,157
24847963,kraken_regiment,2022_russian_invasion_of_ukraine,link,157
24846075,2019–present_sri_lankan_economic_crisis,2022_russian_invasion_of_ukraine,link,157
24850717,nuclear_warfare,2022_russian_invasion_of_ukraine,link,157
24851061,daniil_medvedev,2022_russian_invasion_of_ukraine,link,156
24848373,lyudmila_putina,2022_russian_invasion_of_ukraine,link,156
24846631,oleksandr_syrskyi,2022_russian_invasion_of_ukraine,link,156
24847405,battle_of_pisky_(2022),2022_russian_invasion_of_ukraine,link,156
24847137,fn_f2000,2022_russian_invasion_of_ukraine,link,155
24846853,guatemala,2022_russian_invasion_of_ukraine,link,155
24850975,battle_of_debaltseve,2022_russian_invasion_of_ukraine,link,154
24848025,andriy_shevchenko,2022_russian_invasion_of_ukraine,link,154
24848239,siege_of_chernihiv,2022_russian_invasion_of_ukraine,link,154
24849629,next_ukrainian_parliamentary_election,2022_russian_invasion_of_ukraine,link,153
24849353,ci_financial,2022_russian_invasion_of_ukraine,other,153
